"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm0613740,Michelle Murdocca,,
nm0614050,Christopher Murphey,,
nm0614107,Bill Murphy,,
nm0614165,Cillian Murphy,1976,
nm0614220,Donna Murphy,1959,
nm0614373,John Murphy,1965,
nm0614420,Karen Murphy,,
nm0614526,Michael Murphy,1938,
nm0614677,Rosemary Murphy,1925,2014
nm0614742,Tab Murphy,,
nm0614774,Walter Murphy,1952,
nm0614775,Warren Murphy,1933,2015
nm0614877,Chad Michael Murray,1981,
nm0615306,Tom Murray,1873,1935
nm0615592,Andy Muschietti,1973,
nm0615780,John Musker,1953,
nm0615788,Jane Musky,1954,
nm0616141,John Muto,,
nm0616729,Harry Myers,1882,1938
nm0616735,Jake Myers,,
nm0616962,Maureen Mylander,,
nm0617130,Daniel Myrick,1963,
nm0617523,Måns Mårlind,1969,
nm0617789,Jean-Claude Mézières,1938,2022
nm0618057,Ulrich Mühe,1953,2007
nm0618579,Toshio Nabeshima,,
nm0618680,Jeffrey Nachmanoff,1967,
nm0618690,Matheus Nachtergaele,1969,
nm0619406,Parminder Nagra,1975,
nm0619507,Phyllis Nagy,1962,
nm0619547,Ed Naha,1950,
nm0619651,Ajay Naidu,1972,
nm0619820,Ramsey Naito,,
nm0619836,Babak Najafi,1975,
nm0619923,Olivier Nakache,1973,
nm0619938,Tatsuya Nakadai,1932,
nm0620014,Asakazu Nakai,1901,1988
nm0620756,Jack Nance,1943,1996
nm0620981,Igal Naor,1958,
nm0621008,Charles Napier,1936,2011
nm0621586,Sylvia Nasar,1947,
nm0621790,Ogden Nash,1902,1971
nm0621829,Peter Nashel,,
nm0622112,Vincenzo Natali,1969,
nm0622288,Jeff Nathanson,1965,
nm0622296,Michael G. Nathanson,,
nm0622474,John Nau,,
nm0622544,David Naughton,1951,
nm0622782,Javier Navarrete,1956,
nm0622838,Bertha Navarro,,
nm0622897,Guillermo Navarro,1955,
nm0623214,Gorô Naya,1929,2013
nm0623235,Deepak Nayar,1959,
nm0623605,Edwin Neal,1945,
nm0623658,Patricia Neal,1926,2010
nm0624201,Blake Neely,1969,
nm0625099,Nelly,1974,
nm0625198,Brian Nelson,,
nm0625458,Jessie Nelson,1955,
nm0625688,Ray Nelson,1931,
nm0625724,Ruth Nelson,1905,1992
nm0625789,Tim Blake Nelson,1964,
nm0625858,André Nemec,,
nm0625899,Scott Nemes,1974,
nm0626479,Eliot Ness,1903,1957
nm0626696,Gil Netter,,
nm0626883,Mace Neufeld,1928,2022
nm0627159,Edward Neumeier,,
nm0627453,John Neville,1925,2011
nm0627673,Ira Newborn,1949,
nm0627878,Bob Newhart,1929,
nm0627917,Charles Newirth,,
nm0628056,David Newman,1954,
nm0628058,David Newman,1937,2003
nm0628080,Eric Newman,,
nm0628174,Leslie Newman,,
nm0628352,Robert F. Newmyer,1956,2005
nm0628601,Thandiwe Newton,1972,
nm0628704,Jinpachi Nezu,1947,2016
nm0628804,Ronald Ng,1971,
nm0629272,Andrew Niccol,1964,
nm0629334,McG,1968,
nm0629734,Sue C. Nichols,1965,2020
nm0629855,Julianne Nicholson,1971,
nm0629933,William Nicholson,1948,
nm0630119,Willard Nico,1897,1967
nm0630222,Steve Nicolaides,,
nm0630379,Danielle Nicolet,1973,
nm0631490,Bill Nighy,1949,
nm0632017,Martina Niland,,
nm0632051,Steve Niles,1965,
nm0632497,Kazunari Ninomiya,1983,
nm0632893,Frank Nissen,,
nm0633223,Cynthia Nixon,1966,
nm0633354,Simon Njoo,,
nm0633677,Thom Noble,1936,
nm0634159,Philippe Noiret,1930,2006
nm0634240,Christopher Nolan,1970,
nm0634300,Jonathan Nolan,1976,
nm0634307,Ken Nolan,,
nm0634409,Michelle Nolden,1973,
nm0634509,Brawley Nolte,1986,
nm0634530,Kevin Nolting,,
nm0634733,Matt Noonan,,
nm0635059,Erik Nordgren,1913,1992
nm0635409,John Nordling,,
nm0635431,Brock Norman Brock,,
nm0635488,Floyd Norman,1935,
nm0635565,Marc Norman,1941,
nm0635742,Christopher Norr,,
nm0635759,Stephen Norrington,1964,
nm0635876,Patricia Norris,1931,2015
nm0636002,Edmund H. North,1911,1990
nm0636218,Graham Norton,1963,
nm0636236,John Norton,,
nm0636358,John Norville,,
nm0636426,Noomi Rapace,1979,
nm0636435,Akiyuki Nosaka,1930,2015
nm0636603,Ben Nott,,
nm0637497,Marti Noxon,1964,
nm0637518,Phillip Noyce,1950,
nm0637602,Michael Nozik,,
nm0637615,Gaspar Noé,1963,
nm0638089,Gianni Nunnari,,
nm0638824,Michael Nyqvist,1960,2017
nm0638913,Ron Nyswaner,1956,
nm0639321,Dan O'Bannon,1946,2009
nm0639335,James O'Barr,1960,
nm0639780,Rebecca O'Brien,1957,
nm0639782,Richard O'Brien,1942,
nm0640193,Andrew O'Connor,,
nm0640307,Donald O'Connor,1925,2003
nm0640323,Frances O'Connor,1967,
nm0640334,Gavin O'Connor,1963,
nm0640345,Greg O'Connor,,
nm0640621,Judith O'Dea,1945,
nm0640976,John O'Farrell,1962,
nm0641168,Brian O'Halloran,1969,
nm0641169,Dustin O'Halloran,1971,
nm0641314,Paige O'Hara,1956,
nm0641397,Dan O'Herlihy,1919,2005
nm0641479,Mark O'Keefe,,
nm0641729,J. Pat O'Malley,1904,1985
nm0641939,Ryan O'Neal,1941,
nm0641966,Barbara O'Neil,1910,1980
nm0642145,Ed O'Neill,1946,
nm0642161,Evelyn O'Neill,,
nm0642277,Patrick O'Neill,,
nm0642672,Michael D. O'Shea,,
nm0642714,Sam O'Steen,1923,2000
nm0642869,Matthew O'Toole,,
nm0642949,Paul Oakenfold,1961,
nm0642975,Simon Oakes,,
nm0642988,Jack Oakie,1903,1978
nm0643553,Lynda Obst,,
nm0643555,Oliver Obst,,
nm0643740,Jesús Ochoa,1959,
nm0644022,Bob Odenkirk,1962,
nm0644203,Steve Oedekerk,1961,
nm0644406,Nick Offerman,1970,
nm0644695,George Ogilvie,1931,2020
nm0644823,Hideo Oguni,1904,1996
nm0644897,Sandra Oh,1971,
nm0645072,Bertil Ohlsson,1939,
nm0645164,Michael Ohoven,1974,
nm0645401,Daryn Okada,1960,
nm0645683,Sophie Okonedo,1968,
nm0645777,Atsushi Okui,,
nm0646037,Daniel Olbrychski,1945,
nm0646351,Larisa Oleynik,1981,
nm0646768,Barret Oliver,1973,
nm0646818,Deanna Oliver,1952,
nm0647449,Jesús Olmo,,
nm0647634,Elizabeth Olsen,1989,
nm0647638,Eric Christian Olsen,1977,
nm0647698,Kaitlin Olson,1975,
nm0647939,Josh Olson,,
nm0647970,Nancy Olson,1928,
nm0648249,Timothy Olyphant,1968,
nm0648288,Chad Oman,1965,
nm0648546,Michael Ondaatje,1943,
nm0649046,Deobia Oparei,1971,
nm0649117,Niels Arden Oplev,1961,
nm0649209,Barry Opper,,
nm0649460,Roberto Orci,1973,
nm0649603,Tom Oreb,1913,1987
nm0649663,Jason Oremland,,
nm0649715,Kerry Orent,,
nm0649866,Joseph Oriolo,1913,1985
nm0650036,Susan Orlean,1955,
nm0650038,Lorne Orleans,,
nm0650164,Alex Orlovsky,,
nm0650262,Czenzi Ormonde,1906,2004
nm0650276,Alan Ormsby,1943,
nm0650527,Betty Orr,,
nm0650581,Mary Orr,1910,2006
nm0650601,Robert Orr,,
nm0650615,Tim Orr,1968,
nm0650702,Leland Orser,1960,
nm0650905,Kenny Ortega,1950,
nm0651159,John Ortiz,1968,
nm0651366,Mark Orton,,
nm0651414,Atli Örvarsson,1970,
nm0651592,Ron Osborn,,
nm0651614,Barrie M. Osborne,1944,
nm0651660,Holmes Osborne,1947,
nm0651706,Mark Osborne,1970,
nm0651720,Nick Osborne,,
nm0651758,William Osborne,,
nm0651900,Mamoru Oshii,1951,
nm0652223,Diana Ossana,1949,
nm0652226,Claudie Ossard,1943,
nm0652578,Peter Ostrum,1957,
nm0652663,Patton Oswalt,1969,
nm0653211,John Ottman,1964,
nm0653693,Richard Outten,,
nm0653942,Frank Overton,1918,1967
nm0654077,Alison Owen,1961,
nm0654110,Clive Owen,1964,
nm0654295,Alfie Allen,1986,
nm0654648,David Oyelowo,1976,
nm0655053,Sergio Pablos,,
nm0655585,Jared Padalecki,1982,
nm0655683,José Padilha,1967,
nm0656199,Jim Page,,
nm0656465,Arturo Paglia,1970,
nm0657062,Greg Pak,,
nm0657333,Chuck Palahniuk,1962,
nm0657561,John Palermo,1978,
nm0657921,Tommy Pallotta,1968,
nm0658099,Alex Palmer,1973,
nm0658133,Betsy Palmer,1926,2015
nm0658885,Luciana Paluzzi,1937,
nm0659123,Andrew Panay,,
nm0659238,Kamlesh Pandey,,
nm0659363,Hayden Panettiere,1989,
nm0659949,William N. Panzer,1942,2007
nm0660031,Vanna Paoli,,
nm0660295,Bruna Papandrea,1971,
nm0661289,Mary Parent,1968,
nm0661406,David Parfitt,1958,
nm0661751,Dean Parisot,,
nm0661791,Park Chan-wook,1963,
nm0661910,Nick Park,1958,
nm0661912,Nira Park,1967,
nm0662033,Alex Parker,1969,
nm0662223,Eleanor Parker,1922,2013
nm0662529,Oliver Parker,1960,
nm0662748,Walter F. Parkes,1951,
nm0663048,Charley Parlapanides,1977,
nm0663050,Vlas Parlapanides,1971,
nm0663546,Janel Parrish,1988,
nm0663935,Paul A. Partain,1946,2005
nm0664238,Adam Pascal,1970,
nm0664667,Uberto Pasolini,1957,
nm0664676,Alan Pasqua,1952,
nm0664756,John Pasquin,1945,
nm0664920,Jeremy Passmore,,
nm0665265,Patcharawan Patarakijjanon,,
nm0665505,Katherine Paterson,1932,
nm0666398,Scott Patterson,1958,
nm0666702,Peter Pau,1952,
nm0666739,Aaron Paul,1979,
nm0666791,Cinco Paul,1964,
nm0666819,Edna Ruth Paul,,
nm0666871,Jarrad Paul,1976,
nm0666999,Steven Paul,1959,
nm0668247,Alexander Payne,1961,
nm0668309,Don Payne,1964,2013
nm0668481,Robert Paynter,1928,2010
nm0668754,Ann Peacock,,
nm0668902,Craig Pearce,,
nm0668914,Donn Pearce,1928,2017
nm0668994,Oscar Pearce,,
nm0668998,Perce Pearce,1899,1955
nm0669050,Daniel Pearl,1949,
nm0669301,John Pearson,1930,2021
nm0669311,Keir Pearson,,
nm0669362,Richard Pearson,1961,
nm0669379,Ryne Douglas Pearson,,
nm0669692,Mitchell Peck,,
nm0669756,Anthony Peckham,,
nm0670268,Samuel A. Peeples,1917,1997
nm0670328,Bill Peet,1915,2002
nm0670408,Simon Pegg,1970,
nm0671487,Steve Pemberton,1967,
nm0671567,Michael Peña,1976,
nm0671761,Greyson Erik Pendry,1990,
nm0671856,Joe Penhall,,
nm0671957,Arthur Penn,1922,2010
nm0671980,Kal Penn,1977,
nm0672011,Sascha Penn,,
nm0672015,Zak Penn,1968,
nm0672093,Erdman Penner,1905,1956
nm0672459,David Webb Peoples,1940,
nm0672466,Janet Peoples,,
nm0672546,Mark Peploe,1943,
nm0673137,Heitor Pereira,,
nm0673270,Richard Perello,,
nm0673585,Paul Perez,1894,1984
nm0673858,Sunil Perkash,1970,
nm0674179,Gregory Perler,1962,
nm0674231,Rhea Perlman,1948,
nm0674518,Charles Perrault,1628,1703
nm0674782,Harold Perrineau,1963,
nm0674909,Tom Perrotta,1961,
nm0675013,Craig Perry,,
nm0675219,Michael R. Perry,1963,
nm0675305,Steve Perry,,
nm0675356,William P. Perry,,
nm0676270,Kevin Peterka,1969,
nm0676286,Donald Peterman,1932,2011
nm0677021,Barry Peterson,,
nm0677037,Bob Peterson,1961,
nm0677075,Clark Peterson,1966,
nm0677597,Philippe Petit,1949,
nm0677899,Nina Petri,1963,
nm0677943,Daniel Petrie Jr.,1952,
nm0677953,Donald Petrie,1954,
nm0678014,Peter Savage,1920,1981
nm0678104,Michael Petroni,,
nm0678199,Valeri Petrov,1920,2014
nm0678911,John Peverall,1931,2009
nm0678992,Aimée Peyronnet,,
nm0679031,Brad Peyton,1978,
nm0679037,Harley Peyton,,
nm0679326,Chuck Pfarrer,,
nm0680355,Diana Phillips,,
nm0680539,Julia Phillips,1944,2002
nm0680635,Michael Phillips,1943,
nm0680667,Nathan Phillips,1980,
nm0680846,Todd Phillips,1970,
nm0680924,Tim Philo,,
nm0680983,Elliot Page,1987,
nm0681041,Max Phipps,1939,2000
nm0681914,Rex Pickett,1956,
nm0682066,Jeff Pidgeon,1965,
nm0682757,Frank Pierson,1925,2012
nm0682830,Krzysztof Piesiewicz,1945,
nm0683253,Rosamund Pike,1979,
nm0683380,Nicholas Pileggi,1933,
nm0683467,Alison Pill,1985,
nm0683724,Brian Pimental,1964,
nm0684083,Tullio Pinelli,1908,2009
nm0684336,Steve Pink,,
nm0684342,Jan Pinkava,1963,
nm0684374,Jeff Pinkner,,
nm0684500,Dominique Pinon,1955,
nm0684620,Antonio Pinto,,
nm0684929,Roddy Piper,1954,2015
nm0685216,David Pirner,1964,
nm0685265,Robert Pirosh,1910,1989
nm0685587,Joseph D. Pistone,1939,
nm0685759,Pitof,1957,
nm0685856,Michael Pitt,1981,
nm0686009,Jacob Pitts,1979,
nm0686225,Denise Pizzini,,
nm0686376,Violante Placido,1976,
nm0686817,Plato,,
nm0686887,Marc Platt,1957,
nm0687042,Paco Plaza,1973,
nm0687146,Jesse Plemons,1988,
nm0687189,Suzanne Pleshette,1937,2008
nm0687427,Gregory Plotkin,,
nm0687506,Joan Plowright,1929,
nm0688132,Amy Poehler,1971,
nm0688279,Charles Edward Pogue,1950,
nm0688282,John Pogue,,
nm0688361,Bill Pohlad,,
nm0688789,Michael Polaire,,
nm0689316,Mimi Polk Gitlin,,
nm0689488,Michael J. Pollard,1939,2019
nm0689661,Gordon Pollock,1897,1962
nm0689679,Louis Pollock,1904,1964
nm0689780,Gavin Polone,,
nm0689844,Dave Polsky,,
nm0690143,Erich Pommer,1889,1966
nm0690720,Giuseppe Ponturo,,
nm0690770,DJ Pooh,,
nm0690772,Jocelyn Pook,1960,
nm0690798,Robert Roy Pool,,
nm0691084,Bill Pope,1952,
nm0691555,Nils Poppe,1908,2000
nm0692040,BJ Porter,,
nm0692051,Bruce Porter,,
nm0692427,Charles Portis,1933,2020
nm0692656,Amanda Posey,,
nm0692925,Steven Poster,1944,
nm0692942,Jessica Postigo,,
nm0693956,Jon Povill,1946,
nm0694035,Bob Powell,1916,1967
nm0694066,Clifton Powell,1956,
nm0694173,John Powell,1963,
nm0694403,Hartley Power,1893,1966
nm0694526,Donna Powers,,
nm0694612,Ron Powers,,
nm0694627,Tim Powers,1952,
nm0694638,Wayne Powers,,
nm0695038,Marcos Prado,1961,
nm0695421,Anthony Pratt,1937,
nm0695435,Chris Pratt,1979,
nm0695536,Roger Pratt,1947,
nm0696181,Robert Presley,,
nm0696299,Edward R. Pressman,1943,
nm0696353,Jo Prestia,1960,
nm0696463,Michael Preston,1938,
nm0696486,Rupert Preston,,
nm0696949,Jeffrey Price,1949,
nm0697052,Michael Price,1958,
nm0697115,Richard Price,1949,
nm0697371,Tom Priestley,1932,
nm0697515,Louis Prima,1910,1978
nm0697656,Gina Prince-Bythewood,1969,
nm0697953,Peck Prior,,
nm0698119,Greg Pritikin,,
nm0698133,Gigi Pritzker,,
nm0698493,Pat Proft,1947,
nm0698873,Mark Protosevich,1961,
nm0698925,Annie Proulx,1935,
nm0698998,David Proval,1942,
nm0699192,Craig Pruess,,
nm0699213,David Pruiksma,,
nm0699701,Puyi,1906,1967
nm0700577,Lucy Punch,1977,
nm0700712,Dominic Purcell,1970,
nm0700760,Steve Purcell,,
nm0700869,Amrish Puri,1932,2005
nm0701012,Edna Purviance,1895,1958
nm0701031,Neal Purvis,1961,
nm0701049,Tony Puryear,,
nm0701233,Nina Wilcox Putnam,1888,1962
nm0701374,Mario Puzo,1920,1999
nm0701592,Joe Pytka,1938,
nm0702036,Fernando Pérez Unda,,
nm0702416,Arturo Pérez-Reverte,1951,
nm0702541,Hanno Pöschl,1949,
nm0702572,Maggie Q,1979,
nm0702741,Jacopo Quadri,1964,
nm0702760,Massimo Quaglia,,
nm0702797,Steven Quale,,
nm0702818,Helmut Qualtinger,1928,1986
nm0702841,Ke Huy Quan,1971,
nm0703078,Ben Queen,,
nm0703800,Colin Quinn,1959,
nm0704031,A.J. Quinnell,1940,2005
nm0704270,Zachary Quinto,1977,
nm0704740,Jean Rabasse,,
nm0704792,David Rabe,1940,
nm0704909,Trevor Rabin,1954,
nm0705152,Paul Raci,1948,
nm0705356,Daniel Radcliffe,1989,
nm0705365,Mark Radcliffe,1952,
nm0705474,Peter Rader,,
nm0706032,Kori Rae,,
nm0706368,George Raft,1901,1980
nm0706537,Per Ragnar,1941,
nm0706567,Pablo Rago,1972,
nm0706898,Ivan Raimi,1956,
nm0707262,Jason Raize,1975,2004
nm0708293,Efren Ramirez,1973,
nm0708319,John Ramirez,,
nm0708723,Mauricio Andrade Ramos,,
nm0708903,Lynne Ramsay,1969,
nm0709056,Peter Ramsey,1962,
nm0709704,Tony Randall,1920,2004
nm0709907,John Randolph,1915,2004
nm0710020,Joe Ranft,1960,2005
nm0710181,Nik Ranieri,,
nm0710330,Andrew Rannells,1978,
nm0710447,James Ransone,1979,
nm0710683,Maurice Rapf,1914,2003
nm0710698,Frederic Raphael,1931,
nm0710759,Jack Rapke,,
nm0710883,Daniel Rappaport,1970,
nm0711110,Jim Rash,1971,
nm0711118,Phylicia Rashad,1948,
nm0711235,Fred Raskin,1973,
nm0711805,Elden Henson,1977,
nm0711840,Brett Ratner,1969,
nm0711918,Eric Rattray,1931,
nm0712404,Lorna Raver,1943,
nm0712546,Paresh Rawal,1950,
nm0712625,Terry Rawlings,1933,2019
nm0712753,Billy Ray,,
nm0712799,David Ray,,
nm0713128,David Rayfiel,1923,2011
nm0713479,Richard Piers Rayner,,
nm0714066,Denise Ream,,
nm0714114,Jim Reardon,,
nm0714246,Theresa Rebeck,1958,
nm0714310,James Rebhorn,1948,2014
nm0714534,Aurélien Recoing,1958,
nm0714695,Jeffrey Reddick,1969,
nm0714793,Quinn K. Redeker,1936,
nm0715346,Carol Reed,1906,1976
nm0715469,JR Reed,1967,
nm0715622,Pamela Reed,1949,
nm0715636,Peyton Reed,1964,
nm0715949,Rebecca Rees,,
nm0715953,Roger Rees,1944,2015
nm0716206,Harry Reeves,1906,1971
nm0716257,Matt Reeves,1966,
nm0716343,Anders Refn,1944,
nm0716347,Nicolas Winding Refn,1970,
nm0716350,John Refoua,,
nm0716391,Brian Regan,,
nm0716924,Allon Reich,,
nm0717157,Alex Reid,,
nm0717230,David Reid,,
nm0717395,R.D. Reid,1944,2017
nm0717550,Ethan Reiff,1965,
nm0717648,Brian Reilly,1946,2011
nm0718031,Al Reinert,1947,2018
nm0718203,Scott H. Reiniger,1948,
nm0718466,Dean Riesner,1918,2002
nm0718514,Mike Reiss,1959,
nm0718624,Bruce Reitherman,1955,
nm0718627,Wolfgang Reitherman,1909,1985
nm0718637,Richard Reitinger,1951,
nm0718645,Ivan Reitman,1946,2022
nm0718646,Jason Reitman,1977,
nm0718687,Brian Reitzell,1966,
nm0719208,Chris Renaud,,
nm0719427,Robert Reneau,,
nm0719637,Jeremy Renner,1971,
nm0719673,Stephen Rennicks,,
nm0719679,David Rennie,,
nm0719734,Jeff Reno,,
nm0720072,Alexandre Azaria,1967,
nm0720135,John Requa,,
nm0720715,Steven Reuther,1951,2010
nm0721073,Fernando Rey,1917,1994
nm0721376,Natalia Reyes,1987,
nm0721432,Víctor Reyes,1962,
nm0721675,David Reynolds,,
nm0721817,Kevin Reynolds,1952,
nm0722000,William Reynolds,1910,1997
nm0722078,Yasmina Reza,1959,
nm0722153,Trent Reznor,1965,
nm0722407,Cynthia Rhodes,1956,
nm0722603,Anthony Rhulen,1969,2021
nm0722610,Don Rhymer,1961,2012
nm0722636,John Rhys-Davies,1944,
nm0722647,Robert Ri'chard,1983,
nm0723351,Anne Rice,1941,2021
nm0723570,Tom Rice,1973,
nm0723573,Wayne Allan Rice,,
nm0723633,Denis Rich,1930,2007
nm0724237,Martin Richards,1932,2012
nm0724360,Thomas Richards,1899,1946
nm0724514,Doug Richardson,,
nm0724641,Julie Richardson,,
nm0724700,Mike Richardson,1950,
nm0724744,Robert Richardson,1955,
nm0724757,Salli Richardson-Whitfield,1967,
nm0724758,Sallye Richardson,,
nm0724843,Alan Riche,1941,
nm0724854,Peter Riche,,
nm0724995,Julian Richings,1955,
nm0725006,Mordecai Richler,1931,2001
nm0725063,Woody Richman,,
nm0725072,Anthony B. Richmond,1942,
nm0725075,Bill Richmond,1921,2016
nm0725220,Daniel Richter,1939,
nm0725379,W.D. Richter,1945,
nm0725439,Dick Rickard,,
nm0725543,Don Rickles,1926,2017
nm0725983,John Ridley,1964,
nm0725985,Judith Ridley,1946,
nm0726200,Peter Riegert,1947,
nm0726262,Max Riemelt,1984,
nm0726379,Antonio Riestra,1969,
nm0726476,Arnold Rifkin,1946,
nm0726492,Ron Rifkin,1939,
nm0727370,Joe Rinaldi,1914,1974
nm0727754,Carl Rinsch,,
nm0727960,John Ripa,,
nm0728125,Leonard Ripps,1949,
nm0728271,Dino Risi,1916,2008
nm0728307,Robert Riskin,1897,1955
nm0728346,Michael Rispoli,1960,
nm0728391,Danton Rissner,1940,
nm0728812,Thelma Ritter,1902,1969
nm0729304,Jonas Rivera,,
nm0729345,Mabel Rivera,1952,
nm0729514,Christian Rivers,,
nm0729701,Stephen E. Rivkin,,
nm0729939,Angelo Rizzoli,1889,1970
nm0730168,Sam Robards,1961,
nm0730385,Jerome Robbins,1918,1998
nm0730422,Matthew Robbins,1945,
nm0730535,John Roberdeau,1953,2002
nm0730850,Ben Roberts,1916,1984
nm0730860,Bill Roberts,1899,1974
nm0730932,Chris Roberts,1968,
nm0731075,Emma Roberts,1991,
nm0731168,Ian Roberts,1965,
nm0731271,Jonathan Roberts,,
nm0731286,Judith Roberts,1934,
nm0731333,Larry Roberts,1926,1992
nm0731634,Tony Roberts,1939,
nm0731867,Hugh A. Robertson,1932,1988
nm0732024,Shauna Robertson,,
nm0732165,Andy Robin,,
nm0732309,Laila Robins,1959,
nm0732364,Amy Robinson,1948,
nm0732367,Andrew Robinson,1942,
nm0732430,Bruce Robinson,1946,
nm0732452,Casey Robinson,1903,1979
nm0732497,Craig Robinson,1971,
nm0732702,James Robinson,1963,
nm0732708,James G. Robinson,1935,
nm0732961,Patrick Robinson,,
nm0733263,Adam Robitel,1978,
nm0733427,Harry Shearer,1943,
nm0733692,Marc Rocco,1962,2009
nm0734319,Alexandre Rockwell,1956,
nm0734441,Robert Rodat,1953,
nm0734472,Gene Roddenberry,1921,1991
nm0734742,Mary Rodgers,1931,2014
nm0734755,Nile Rodgers,1952,
nm0735442,Michelle Rodriguez,1978,
nm0736155,Álvaro Rodríguez,,
nm0736312,Luc Roeg,1962,
nm0736622,Seth Rogen,1982,
nm0736835,Derek Rogers,,
nm0736930,J.B. Rogers,,
nm0736966,John Rogers,,
nm0737216,Steven Rogers,,
nm0737582,Günter Rohrbach,1928,
nm0738196,Tom Rolf,1931,2014
nm0738222,Sam Rolfe,1924,1993
nm0738603,Giovanna Romagnoli,,
nm0738746,Ruth Roman,1922,1999
nm0738796,Mark Romanek,1959,
nm0738908,John Romano,1948,
nm0738918,Lou Romano,1972,
nm0739661,John Romita Sr.,1930,
nm0739868,Andrew Rona,,
nm0740021,Brunello Rondi,1924,1989
nm0740115,David Ronn,,
nm0740160,Jon Ronson,1967,
nm0740264,Michael Rooker,1955,
nm0740311,Darrell Rooney,,
nm0740400,Don Roos,1955,
nm0740407,Fred Roos,1934,
nm0741013,Oscar Rosander,1901,1971
nm0741242,Anika Noni Rose,1972,
nm0741627,Reginald Rose,1920,2002
nm0741740,William Rose,1918,1987
nm0741803,John Roselius,1944,2018
nm0742276,Martin Rosenberg,,
nm0742279,Melissa Rosenberg,1962,
nm0742341,Stuart Rosenberg,1927,2007
nm0742347,Tom Rosenberg,,
nm0742471,Ralph Rosenblum,1925,1995
nm0742475,Steven Rosenblum,,
nm0742651,Howard Rosenman,1945,
nm0742772,Jane Rosenthal,1956,
nm0742797,Mark Rosenthal,,
nm0742851,Alison R. Rosenzweig,,
nm0743119,Mark Rosner,,
nm0743417,Gaylen Ross,1950,
nm0743584,Kenneth Ross,,
nm0743671,Matt Ross,1970,
nm0743682,Michael K. Ross,1971,
nm0744384,Christophe Rossignon,,
nm0744429,Terry Rossio,1960,
nm0744485,Pablo Rosso,,
nm0744754,Michael Rotenberg,,
nm0744828,Donna Roth,1951,
nm0744834,Eli Roth,1972,
nm0744839,Eric Roth,1945,
nm0745030,Stephen J. Roth,,2008
nm0745247,Rodney Rothman,,
nm0745691,Duncan Rouleau,,
nm0745751,Jonathan Roumie,1974,
nm0746041,Philippe Rousselet,,
nm0746125,Brandon Routh,1979,
nm0746273,Charles Roven,1949,
nm0746598,Ryan Rowe,,
nm0746714,Kelly Rowland,1981,
nm0746830,J.K. Rowling,1965,
nm0746896,Richard Roxburgh,1962,
nm0747287,Mark Roybal,,
nm0747759,Christian Rub,1886,1956
nm0747941,Bruno Rubeo,1946,2011
nm0748022,Bruce Joel Rubin,1943,
nm0748035,Danny Rubin,1957,
nm0748283,Richard P. Rubinstein,1947,
nm0748620,Paul Rudd,1969,
nm0748665,Albert S. Ruddy,1930,
nm0748784,Scott Rudin,1958,
nm0748874,Steve Rudnick,,
nm0748973,Maya Rudolph,1972,
nm0749104,Belén Rueda,1965,
nm0749263,Mark Ruffalo,1967,
nm0749363,Rufus,1942,
nm0749593,Nacho Ruiz Capillas,,
nm0750809,Kristin Rusk Robinson,,
nm0750826,Joseph Ruskin,1924,2013
nm0751018,Betsy Russell,1963,
nm0751080,Chuck Russell,1958,
nm0751102,David O. Russell,1958,
nm0751207,Jack Golden Russell,,
nm0751505,Ward Russell,,
nm0751567,Aaron Russo,1943,2007
nm0751577,Anthony Russo,1970,
nm0751648,Joe Russo,1971,
nm0751652,John A. Russo,1939,
nm0752116,Richard Rutowski,,
nm0752407,Amy Ryan,1968,
nm0752751,Mitchell Ryan,1934,2022
nm0752811,Robbie Ryan,1970,
nm0752968,Ulf Ryberg,,
nm0753083,Aaron Ryder,,
nm0753249,Florence Ryerson,1892,1965
nm0753276,Ulla Ryghe,1924,2011
nm0753314,Mark Rylance,1960,
nm0753480,Daisuke Ryû,1957,2021
nm0753526,RZA,1969,
nm0753716,Albert Rémy,1915,1967
nm0754512,Daryl Sabara,1992,
nm0754836,Joseph Sabo,,
nm0755261,Daniel Sackheim,,
nm0755266,William Sackheim,1919,2004
nm0755267,Katee Sackhoff,1980,
nm0755312,Oliver Sacks,1933,2015
nm0755555,Nic Sadler,1965,
nm0755868,Hayedeh Safiyari,,
nm0755911,Peter Safran,1965,
nm0755981,Carl Sagan,1934,1996
nm0756083,Bill Sage,1962,
nm0757017,Richard Sakai,1954,
nm0757076,Chika Sakamoto,1959,
nm0757290,Rei Sakuma,1965,
nm0757814,José Salcedo,1949,2017
nm0757855,Zoe Saldana,1978,
nm0757858,Carlos Saldanha,1965,
nm0758002,Kario Salem,1955,
nm0758010,Murray Salem,1950,1998
nm0758574,Walter Salles,1956,
nm0758591,Robert Sallin,,
nm0758608,Peter Sallis,1921,2017
nm0759029,Waldo Salt,1914,1987
nm0759041,Felix Salten,1869,1945
nm0759162,Harry Saltzman,1915,1994
nm0759207,Victor Salva,1958,
nm0759403,Bennett Salvay,,
nm0759627,Elie Samaha,1955,
nm0759986,Michael Samonek,,
nm0760151,Angus Sampson,1979,
nm0760394,Joanne Samuel,1957,
nm0760665,Antonia San Juan,1961,
nm0760745,Robert D. San Souci,1946,2014
nm0760778,Fatima Sana Shaikh,1992,
nm0760796,Hiroyuki Sanada,1960,
nm0760989,Kiele Sanchez,1977,
nm0761296,Paul Sandberg,,
