"('mid',)","('pid',)","('name',)"
tt0477302,nm0000113,Linda Schell
tt0477302,nm0001884,The Renter
tt0477347,nm0001774,Larry Daley
tt0477347,nm0001303,Rebecca
tt0477347,nm0315041,Dr. McPhee
tt0477347,nm0001813,Cecil
tt0477348,nm0000169,Ed Tom Bell
tt0477348,nm0000849,Anton Chigurh
tt0477348,nm0000982,Llewelyn Moss
tt0477348,nm0000437,Carson Wells
tt0478087,nm0836343,Ben
tt0478087,nm0098378,Jill
tt0478087,nm0000228,Micky Rosa
tt0478087,nm1683094,Choi
tt0478304,nm0000093,Mr. O'Brien
tt0478304,nm0000576,Jack
tt0478304,nm1567113,Mrs. O'Brien
tt0478304,nm4447472,Young Jack
tt0478311,nm0736622,Ben Stone
tt0478311,nm0001337,Alison Scott
tt0478311,nm0748620,Pete
tt0478311,nm0005182,Debbie
tt0478970,nm0748620,Scott Lang
tt0478970,nm0748620,Ant-Man
tt0478970,nm0000140,Dr. Hank Pym
tt0478970,nm1015684,Darren Cross
tt0478970,nm1015684,Yellowjacket
tt0478970,nm1431940,Hope Van Dyne
tt0479143,nm0000230,Rocky Balboa
tt0479143,nm1620989,Mason 'The Line' Dixon
tt0479143,nm0893257,Robert Balboa Jr.
tt0479143,nm0949350,Paulie
tt0479884,nm0005458,Chev Chelios
tt0479884,nm0005442,Eve
tt0479884,nm0764430,Carlito
tt0479884,nm1504678,Verona
tt0479952,nm0001774,Alex
tt0479952,nm0001674,Marty
tt0479952,nm0001674,Additional Zebras
tt0479952,nm0001710,Melman
tt0479952,nm0000586,Gloria
tt0480025,nm2129938,Shaun
tt0480025,nm0334318,Combo
tt0480025,nm0366846,Cynth
tt0480025,nm0793532,Milky
tt0480242,nm0136797,Dan
tt0480242,nm0000300,Marie
tt0480242,nm0176981,Mitch
tt0480242,nm0683467,Jane
tt0480249,nm0000226,Robert Neville
tt0480249,nm0103797,Anna
tt0480249,nm2253071,Ethan
tt0480249,nm0724757,Zoe Neville
tt0480687,nm0005562,Rick
tt0480687,nm0837177,Fred
tt0480687,nm0000775,Grace
tt0480687,nm0278979,Maggie
tt0481369,nm0000120,Walter Sparrow
tt0481369,nm0000120,Fingerling
tt0481369,nm0000515,Agatha Sparrow
tt0481369,nm0000515,Fabrizia
tt0481369,nm0503567,Robin Sparrow
tt0481369,nm0396812,Isaac French
tt0481369,nm0396812,Dr. Miles Phoenix
tt0481499,nm0000115,Grug
tt0481499,nm0005351,Guy
tt0481499,nm1297015,Eep
tt0481499,nm0001416,Ugga
tt0481536,nm0158626,Harold
tt0481536,nm0671980,Kumar
tt0481536,nm0000439,Neil Patrick Harris
tt0481536,nm1117791,Ron Fox
tt0482571,nm0000288,Alfred Borden
tt0482571,nm0413168,Robert Angier
tt0482571,nm0424060,Olivia Wenscombe
tt0482571,nm0000323,Cutter
tt0482606,nm0005454,James Hoyt
tt0482606,nm0000239,Kristen McKay
tt0482606,nm1801841,Dollface
tt0482606,nm2899650,Mormon Boy #1
tt0485947,nm0001467,Nemo Adult
tt0485947,nm0001467,Old Nemo
tt0485947,nm0001631,Adult Elise
tt0485947,nm1208167,Anna Adult
tt0485947,nm0199006,Adult Jean
tt0486576,nm0344435,Mr. Fantastic
tt0486576,nm0344435,Reed Richards
tt0486576,nm0004695,Invisible Woman
tt0486576,nm0004695,Susan Storm
tt0486576,nm0262635,Human Torch
tt0486576,nm0262635,Johnny Storm
tt0486576,nm0004821,The Thing
tt0486576,nm0004821,Ben Grimm
tt0486655,nm1214435,Tristan Thorn
tt0486655,nm0000132,Yvaine
tt0486655,nm1092227,Victoria
tt0486655,nm0005212,Narrator
tt0486822,nm0479471,Kale
tt0486822,nm0001556,Mr. Turner
tt0486822,nm0005251,Julie
tt0486822,nm2105255,Ashley
tt0486946,nm0000741,Doug Madsen
tt0486946,nm0001454,Bobby Davis
tt0486946,nm0000237,Woody Stevens
tt0486946,nm0000513,Dudley Frank
tt0488120,nm0000164,Ted Crawford
tt0488120,nm0331516,Willy Beachum
tt0488120,nm0000657,DA Joe Lobruto
tt0488120,nm0683253,Nikki Gardner
tt0489099,nm0159789,David Rice
tt0489099,nm0000168,Roland
tt0489099,nm0068260,Griffin
tt0489099,nm1377375,Millie
tt0489270,nm0068551,Jigsaw
tt0489270,nm0068551,John Kramer
tt0489270,nm0809938,Amanda Young
tt0489270,nm0005171,Jeff
tt0489270,nm1587232,Lynn Denlon
tt0490215,nm1940449,Rodrigues
tt0490215,nm3485845,Garupe
tt0490215,nm0000553,Ferreira
tt0490215,nm0038355,Interpreter
tt0493464,nm0001401,Fox
tt0493464,nm0564215,Wesley
tt0493464,nm0000151,Sloan
tt0493464,nm0000654,Pekwarsky
tt0496806,nm0000123,Danny Ocean
tt0496806,nm0000093,Rusty Ryan
tt0496806,nm0000354,Linus Caldwell
tt0496806,nm0000354,'Lenny Pepperidge'
tt0496806,nm0544067,Dr. Stan
tt0497465,nm0356017,Vicky
tt0497465,nm0424060,Cristina
tt0497465,nm0000849,Juan Antonio
tt0497465,nm0919525,Narrator
tt0498380,nm0913822,General Kuribayashi
tt0498380,nm0632497,Saigo
tt0498380,nm0407296,Baron Nishi
tt0498380,nm1076976,Shimizu
tt0499448,nm1602660,Prince Caspian
tt0499448,nm1342727,Edmund Pevensie
tt0499448,nm1670137,Lucy Pevensie
tt0499448,nm0608440,Peter Pevensie
tt0499549,nm0941777,Jake Sully
tt0499549,nm0757855,Neytiri
tt0499549,nm0000244,Dr. Grace Augustine
tt0499549,nm0735442,Trudy Chacón
tt0756683,nm0807900,John
tt0756683,nm0865302,Dan
tt0756683,nm0082517,Harry
tt0756683,nm0186761,Edith
tt0758730,nm0043855,Kelly
tt0758730,nm1018679,Dallas
tt0758730,nm1560274,Kendra
tt0758730,nm0651159,Morales
tt0758746,nm0655585,Clay Miller
tt0758746,nm1119462,Whitney Miller
tt0758746,nm0575216,Jason Voorhees
tt0758746,nm1263939,Jenna
tt0758752,nm0350453,Jamie Randall
tt0758752,nm0004266,Maggie Murdock
tt0758752,nm0339460,Cindy
tt0758752,nm0001624,Bruce Winston
tt0758758,nm0386472,Chris McCandless
tt0758758,nm0000681,Wayne Westerberg
tt0758758,nm0001416,Jan Burres
tt0758758,nm0001315,Billie McCandless
tt0758766,nm0000424,Alex Fletcher
tt0758766,nm0000106,Sophie Fisher
tt0758766,nm2187603,Colin Thompson
tt0758766,nm0045813,Pop Bass Player
tt0758774,nm0000138,Roger Ferris
tt0758774,nm0000128,Ed Hoffman
tt0758774,nm0835016,Hani
tt0758774,nm0267042,Aisha
tt0762107,nm0001191,Chuck Levine
tt0762107,nm0416673,Larry Valentine
tt0762107,nm0004754,Alex McDonough
tt0762107,nm0000101,Captain Tucker
tt0765010,nm0350453,Tommy Cahill
tt0765010,nm0000204,Grace Cahill
tt0765010,nm0001497,Capt. Sam Cahill
tt0765010,nm0001731,Hank Cahill
tt0765429,nm0000243,Frank Lucas
tt0765429,nm0000128,Richie Roberts
tt0765429,nm0252230,Huey Lucas
tt0765429,nm0000982,Detective Trupo
tt0765443,nm0915208,Anna
tt0765443,nm0001557,Nikolai
tt0765443,nm0000090,Semyon
tt0765443,nm1086981,Ekrem
tt0770828,nm0147147,Clark Kent
tt0770828,nm0147147,Kal-El
tt0770828,nm0010736,Lois Lane
tt0770828,nm0788335,General Zod
tt0770828,nm0000178,Martha Kent
tt0780504,nm0331516,Driver
tt0780504,nm1659547,Irene
tt0780504,nm0186505,Shannon
tt0780504,nm0000983,Bernie Rose
tt0780521,nm0741242,Tiana
tt0780521,nm0202966,Dr. Facilier
tt0780521,nm0001856,Eudora
tt0780521,nm0004797,Prince Naveen
tt0780536,nm0268199,Ray
tt0780536,nm0322407,Ken
tt0780536,nm0001354,Priest
tt0780536,nm0077397,Natalie
tt0780571,nm0000126,Mr. Earl Brooks
tt0780571,nm0000193,Det. Tracy Atwood
tt0780571,nm0000458,Marshall
tt0780571,nm0176981,Mr. Smith
tt0780653,nm0001125,Lawrence Talbot
tt0780653,nm0000164,Sir John Talbot
tt0780653,nm1289434,Gwen Conliffe
tt0780653,nm0581163,Ben Talbot
tt0783233,nm0461136,Cecilia Tallis
tt0783233,nm0564215,Robbie Turner
tt0783233,nm0000950,Grace Turner
tt0783233,nm1519680,"Briony Tallis, aged 13"
tt0790636,nm0000190,Ron Woodroof
tt0790636,nm0004950,Eve
tt0790636,nm0001467,Rayon
tt0790636,nm0001872,Tucker
tt0790686,nm0000662,Ben Carson
tt0790686,nm1745736,Amy Carson
tt0790686,nm0005442,Angela Carson
tt0790686,nm2624602,Michael Carson
tt0790724,nm0000129,Reacher
tt0790724,nm0683253,Helen
tt0790724,nm0420955,Rodin
tt0790724,nm0001348,The Zec
tt0790736,nm0005351,Nick
tt0790736,nm0000313,Roy
tt0790736,nm0000571,Proctor
tt0790736,nm0000102,Hayes
tt0795368,nm0532193,Daniel
tt0795368,nm0227759,Peter
tt0795368,nm0001971,Justin
tt0795368,nm0369954,Jane
tt0795421,nm0000658,Donna
tt0795421,nm0000112,Sam
tt0795421,nm1086543,Sophie
tt0795421,nm0001745,Bill
tt0796366,nm1517976,Kirk
tt0796366,nm0704270,Spock
tt0796366,nm0670408,Scotty
tt0796366,nm0000559,Spock Prime
tt0799949,nm0671980,Edward
tt0799949,nm0177639,White Bitch
tt0799949,nm0929609,Aslo
tt0799949,nm0968405,Peter Pervertsky
tt0800039,nm0068338,Sarah Marshall
tt0800039,nm0781981,Peter Bretter
tt0800039,nm0748620,Chuck
tt0800039,nm0005109,Rachel Jansen
tt0800080,nm0001570,Bruce Banner
tt0800080,nm0000239,Betty Ross
tt0800080,nm0000619,Emil Blonsky
tt0800080,nm0000458,General 'Thunderbolt' Ross
tt0800320,nm0941777,Perseus
tt0800320,nm0000553,Zeus
tt0800320,nm0000146,Hades
tt0800320,nm0002076,Calibos
tt0800320,nm0002076,Acrisius
tt0800369,nm1165110,Thor
tt0800369,nm0000164,Odin
tt0800369,nm0000204,Jane Foster
tt0800369,nm1089991,Loki
tt0803096,nm1379938,Anduin Lothar
tt0803096,nm1745736,Garona
tt0803096,nm0004936,Medivh
tt0803096,nm1002641,Llane Wrynn
tt0804497,nm1507857,Craig
tt0804497,nm0302108,Bobby
tt0804497,nm0731075,Noelle
tt0804497,nm2911881,Alyssa
tt0805564,nm0331516,Lars Lindstrom
tt0805564,nm0607865,Karin
tt0805564,nm0773973,Gus
tt0805564,nm0717395,Reverend Bock
tt0808151,nm0000158,Robert Langdon
tt0808151,nm0000191,Camerlengo Patrick McKenna
tt0808151,nm0957909,Vittoria Vetra
tt0808151,nm0001745,Commander Richter
tt0810819,nm1519666,Lili
tt0810819,nm2539953,Gerda
tt0810819,nm1720028,Ulla
tt0810819,nm0924210,Henrik
tt0814255,nm0503567,Percy Jackson
tt0814255,nm0571727,Poseidon
tt0814255,nm0176869,Hades
tt0814255,nm1040365,Grover
tt0814314,nm0000226,Ben
tt0814314,nm0206257,Emily
tt0814314,nm0000437,Ezra
tt0814314,nm1013003,Ben's Brother
tt0815236,nm0059431,Kirk
tt0815236,nm1404408,Molly
tt0815236,nm2554352,Stainer
tt0815236,nm1036181,Jack
tt0816442,nm4563869,Liesel Meminger
tt0816442,nm0001691,Hans Hubermann
tt0816442,nm0001833,Rosa Hubermann
tt0816442,nm3115493,Max Vandenburg
tt0816692,nm0000190,Cooper
tt0816692,nm0004266,Brand
tt0816692,nm1567113,Murph
tt0816692,nm3237775,Murph (10 Yrs.)
tt0816711,nm0000093,Gerry Lane
tt0816711,nm0257969,Karin Lane
tt0816711,nm2020146,Segen
tt0816711,nm0197647,Captain Speke
tt0817230,nm0000210,Captain Kate Hazeltine
tt0817230,nm0004937,Kelvin Moore
tt0817230,nm0004266,Liz
tt0817230,nm0004695,Morley Clarkson
tt0822832,nm0005562,John
tt0822832,nm0000098,Jenny
tt0822832,nm0199312,Sebastian
tt0822832,nm0000678,Ms. Kornblut
tt0822847,nm0079273,Priest
tt0822847,nm1544217,Hicks
tt0822847,nm0702572,Priestess
tt0822847,nm0881631,Black Hat
tt0822854,nm0000242,Bob Lee Swagger
tt0822854,nm0671567,Nick Memphis
tt0822854,nm0593961,Alourdes Galindo
tt0822854,nm0000418,Colonel Isaac Johnson
tt0824747,nm0001401,Christine Collins
tt0824747,nm0272173,Chief James E. Davis
tt0824747,nm0752407,Carol Dexter
tt0824747,nm1072959,Walter Collins
tt0825232,nm0000197,Edward
tt0825232,nm0000151,Carter
tt0825232,nm0005003,Thomas
tt0825232,nm0865119,Virginia
tt0829150,nm1812656,Vlad
tt0829150,nm1002641,Mehmed
tt0829150,nm0300589,Mirena
tt0829150,nm3280686,Ingeras
tt0829482,nm0148418,Evan
tt0829482,nm1706767,Seth
tt0829482,nm2395586,Fogell
tt0829482,nm0352778,Officer Slater
tt0830515,nm0185819,James Bond
tt0830515,nm1385871,Camille
tt0830515,nm0023832,Dominic Greene
tt0830515,nm0001132,M
tt0831387,nm1093951,Ford Brody
tt0831387,nm0647634,Elle Brody
tt0831387,nm0186505,Joe Brody
tt0831387,nm0913822,Dr. Ishiro Serizawa
tt0832266,nm0005351,Will Hayes
tt0832266,nm0001838,Summer Hartley
tt0832266,nm1113550,Maya Hayes
tt0832266,nm2480549,Ad Exec
tt0834001,nm0593961,Sonja
tt0834001,nm0790688,Lucian
tt0834001,nm0631490,Viktor
tt0834001,nm0533599,Tannis
tt0837562,nm0001191,Dracula
tt0837562,nm0416673,Frankenstein
tt0837562,nm1676221,Jonathan
tt0837562,nm1411125,Mavis
tt0838221,nm0005562,Francis
tt0838221,nm0004778,Peter
tt0838221,nm0005403,Jack
tt0838221,nm2496312,Rita
tt0838283,nm0002071,Brennan Huff
tt0838283,nm0000604,Dale Doback
tt0838283,nm0005460,Nancy Huff
tt0838283,nm0420955,Dr. Robert Doback
tt0840361,nm0000255,Doug MacRay
tt0840361,nm0356017,Claire Keesey
tt0840361,nm0358316,FBI S.A. Adam Frawley
tt0840361,nm0719637,James Coughlin
tt0842926,nm0000906,Nic
tt0842926,nm0000194,Jules
tt0842926,nm0749263,Paul
tt0842926,nm1985859,Joni
tt0844471,nm0267506,Sam Sparks
tt0844471,nm0352778,Flint Lockwood
tt0844471,nm0132257,Mayor Shelbourne
tt0844471,nm0001001,Tim Lockwood
tt0848228,nm0000375,Tony Stark
tt0848228,nm0000375,Iron Man
tt0848228,nm0262635,Steve Rogers
tt0848228,nm0262635,Captain America
tt0848228,nm0424060,Natasha Romanoff
tt0848228,nm0424060,Black Widow
tt0848228,nm0719637,Clint Barton
tt0848228,nm0719637,Hawkeye
tt0848537,nm1086543,Mary Katherine (M.K.)
tt0848537,nm1242688,Nod
tt0848537,nm0461498,Queen Tara
tt0848537,nm0268199,Ronin
tt0859163,nm0000409,Rick O'Connell
tt0859163,nm0001472,Emperor
tt0859163,nm0004742,Evelyn O'Connell
tt0859163,nm0000706,Zi Yuan
tt0861739,nm0609944,Capitão Nascimento
tt0861739,nm2386123,Aspirante Matias
tt0861739,nm0432753,Neto
tt0861739,nm1141101,Capitão Fábio
tt0865556,nm0000329,Lu Yan
tt0865556,nm0000329,Old Hop
tt0865556,nm0001472,The Monkey King
tt0865556,nm0001472,The Silent Monk
tt0865556,nm0029400,Jason Tripitikas
tt0865556,nm2973494,Southie Girl
tt0870111,nm0001449,Richard Nixon
tt0870111,nm0790688,David Frost
tt0870111,nm0000102,Jack Brennan
tt0870111,nm0005377,"James Reston, Jr."
tt0870154,nm0425005,Frank Wolff
tt0870154,nm1289434,Lily Houghton
tt0870154,nm1183149,Aguirre
tt0870154,nm3099754,MacGregor Houghton
tt0870984,nm0000353,He
tt0870984,nm0001250,She
tt0870984,nm3527143,Nic
tt0876563,nm0000949,Gran Mamare
tt0876563,nm0000354,Kôichi
tt0876563,nm0000553,Fujimoto
tt0876563,nm0945359,Risa
tt0878804,nm2466842,Michael Oher
tt0878804,nm0000113,Leigh Anne Tuohy
tt0878804,nm0005210,Sean Tuohy
tt0878804,nm2052567,S.J. Tuohy
tt0884328,nm0005048,David Drayton
tt0884328,nm0001315,Mrs. Carmody
tt0884328,nm0390229,Amanda Dunfrey
tt0884328,nm0105672,Brent Norton
tt0887883,nm0000093,Chad Feldheimer
tt0887883,nm0000531,Linda Litzke
tt0887883,nm0000123,Harry Pfarrer
tt0887883,nm0000518,Osborne Cox
tt0887912,nm0719637,Staff Sergeant William James
tt0887912,nm1107001,Sergeant JT Sanborn
tt0887912,nm1310016,Specialist Owen Eldridge
tt0887912,nm0001602,Sergeant Matt Thompson
tt0889573,nm0000098,Kassie Larson
tt0889573,nm0000867,Wally Mars
tt0889573,nm0933940,Roland
tt0889573,nm0000156,Leonard
tt0889583,nm0056187,Brüno
tt0889583,nm0358390,Lutz
tt0889583,nm3042403,Diesel
tt0889583,nm3495911,O.J.
tt0890870,nm0068551,Jigsaw
tt0890870,nm0068551,John Kramer
tt0890870,nm0666398,Agent Peter Strahm
tt0890870,nm0274371,Art Blank
tt0890870,nm0541908,Lt. Mark Hoffman
tt0892769,nm0059431,Hiccup
tt0892769,nm0124930,Stoick
tt0892769,nm2395586,Fishlegs
tt0892769,nm0272401,Gobber
tt0892782,nm0000702,Susan Murphy
tt0892782,nm0000702,Ginormica
tt0892782,nm0933988,Gallaxhar
tt0892782,nm0170306,President Hathaway
tt0892782,nm0736622,B.O.B.
tt0892791,nm0000196,Shrek
tt0892791,nm0000139,Princess Fiona
tt0892791,nm0000552,Donkey
tt0892791,nm0000104,Puss in Boots
tt0898367,nm0001557,Man
tt0898367,nm0000234,Woman
tt0898367,nm2240346,Boy
tt0898367,nm0000380,Old Man
tt0901476,nm0005028,Liv
tt0901476,nm0004266,Emma
tt0901476,nm0000298,Marion
tt0901476,nm1034965,Nate
tt0903624,nm0293509,Bilbo
tt0903624,nm0005212,Gandalf
tt0903624,nm0035514,Thorin
tt0903624,nm0785227,Gollum
tt0905372,nm0935541,Kate Lloyd
tt0905372,nm0249291,Carter
tt0905372,nm0860947,Dr. Sander Halvorson
tt0905372,nm0647638,Adam Finch
tt0907657,nm0360598,Guy
tt0907657,nm2461627,Girl
tt0907657,nm2008013,Timmy Drummer
tt0907657,nm2478608,Lead Guitarist
tt0910936,nm0736622,Dale Denton
tt0910936,nm0290556,Saul Silver
tt0910936,nm0170550,Ted Jones
tt0910936,nm1144419,Red
tt0910970,nm0123785,WALL·E
tt0910970,nm0123785,M-O
tt0910970,nm0123785,Robots
tt0910970,nm2264184,EVE
tt0910970,nm0307531,Captain
tt0910970,nm0929609,Shelby Forthright
tt0914798,nm2633535,Bruno
tt0914798,nm0000667,Father
tt0914798,nm1670029,Lieutenant Kotler
tt0914798,nm2726789,Leon
tt0918927,nm0000658,Sister Aloysius Beauvier
tt0918927,nm0000450,Father Brendan Flynn
tt0918927,nm0010736,Sister James
tt0918927,nm0205626,Mrs. Miller
tt0918940,nm0002907,John Clayton
tt0918940,nm0002907,Tarzan
tt0918940,nm4920741,Young Tarzan (18 Years)
tt0918940,nm7222287,Young Tarzan (5 Years)
tt0918940,nm0910607,Leon Rom
tt0926084,nm0705356,Harry Potter
tt0926084,nm0914612,Hermione Granger
tt0926084,nm0342488,Ron Weasley
tt0926084,nm0631490,Minister Rufus Scrimgeour
tt0929632,nm2829737,Precious
tt0929632,nm0594898,Mary
tt0929632,nm1745736,Ms. Rain
tt0929632,nm0001014,Ms. Weiss
tt0936501,nm0000553,Bryan Mills
tt0936501,nm1192254,Kim
tt0936501,nm0000463,Lenore
tt0936501,nm0650702,Sam
tt0938283,nm3226241,Aang
tt0938283,nm2443758,Katara
tt0938283,nm1717152,Sokka
tt0938283,nm2353862,Prince Zuko
tt0942385,nm0001774,Tugg Speedman - Hot LZ
tt0942385,nm0085312,Jeff Portnoy - Hot LZ
tt0942385,nm0000375,Kirk Lazarus - Hot LZ
tt0942385,nm0434854,Snooty Waiter - Fatties Trailer
tt0944835,nm0001401,Evelyn Salt
tt0944835,nm0000630,Ted Winter
tt0944835,nm0252230,Peabody
tt0944835,nm0646037,Orlov
tt0945513,nm0350453,Colter Stevens
tt0945513,nm1157358,Christina Warren
tt0945513,nm0267812,Colleen Goodwin
tt0945513,nm0942482,Dr. Rutledge
tt0947798,nm0000204,Nina Sayers
tt0947798,nm0000204,The Swan Queen
tt0947798,nm0005109,Lily
tt0947798,nm0005109,The Black Swan
tt0947798,nm0001993,Thomas Leroy
tt0947798,nm0001993,The Gentleman
tt0947798,nm0000213,Beth Macintyre
tt0947798,nm0000213,The Dying Swan
tt0947810,nm0000354,Miller
tt0947810,nm0005042,Briggs
tt0947810,nm0001427,Clark Poundstone
tt0947810,nm0620981,Al Rawi
tt0948470,nm1940449,Spider-Man
tt0948470,nm1940449,Peter Parker
tt0948470,nm1297015,Gwen Stacy
tt0948470,nm0406975,The Lizard
tt0948470,nm0406975,Dr. Curt Connors
tt0948470,nm0451234,Rajit Ratha
tt0949731,nm0000242,Elliot Moore
tt0949731,nm0221046,Alma Moore
tt0949731,nm0000491,Julian
tt0949731,nm1496319,Jess
tt0955308,nm0000128,Robin Longstride
tt0955308,nm0000949,Marion Loxley
tt0955308,nm0532193,Sheriff of Nottingham
tt0955308,nm0001884,Sir Walter Loxley
tt0959337,nm0000138,Frank Wheeler
tt0959337,nm0000701,April Wheeler
tt0959337,nm0280199,Party Guest
tt0959337,nm0745751,Party Guest
tt0960144,nm0001191,Zohan
tt0960144,nm0001806,Phantom
tt0960144,nm0004825,Dalia
tt0960144,nm0841910,Michael
tt0963966,nm0000115,Balthazar
tt0963966,nm0059431,Dave
tt0963966,nm0000547,Horvath
tt0963966,nm1954240,Becky
tt0964517,nm0000242,Micky Ward
tt0964517,nm0000288,Dicky Eklund
tt0964517,nm0010736,Charlene Fleming
tt0964517,nm0502425,Alice Ward
tt0970179,nm2633535,Hugo Cabret
tt0970179,nm1631269,Isabelle
tt0970179,nm0000489,Monsieur Labisse
tt0970179,nm0001426,Georges Méliès
tt0970416,nm0000206,Klaatu
tt0970416,nm0000124,Helen Benson
tt0970416,nm0000870,Regina Jackson
tt0970416,nm1535523,Jacob Benson
tt0970866,nm0001774,Greg Focker
tt0970866,nm0001632,Pam Focker
tt0970866,nm0000134,Jack Byrnes
tt0970866,nm0005562,Kevin Rawley
tt0974015,nm0000255,Batman
tt0974015,nm0000255,Bruce Wayne
tt0974015,nm2933757,Wonder Woman
tt0974015,nm2933757,Diana Prince
tt0974015,nm0597388,Aquaman
tt0974015,nm0597388,Arthur Curry
tt0974015,nm3009232,The Flash
tt0974015,nm3009232,Barry Allen
tt0974661,nm1374980,Mike O'Donnell
tt0974661,nm0001612,Mike O'Donnell (Adult)
tt0974661,nm0005182,Scarlet
tt0974661,nm0502073,Ned Gold
tt0976051,nm0000701,Hanna Schmitz
tt0976051,nm0000146,Michael Berg
tt0976051,nm0004486,Professor Rohl
tt0976051,nm0354198,Brigitte
tt0978762,nm0001057,Mary Daisy Dinkle
tt0978762,nm0000450,Max Jerry Horovitz
tt0978762,nm0051509,Damien Popodopolous
tt0978762,nm0402032,Narrator
tt0978764,nm0115161,Babydoll
tt0978764,nm1227814,Blondie
tt0978764,nm0180411,Sweet Pea
tt0978764,nm0540441,Rocket
tt0980970,nm1602660,Caspian
tt0980970,nm1342727,Edmund Pevensie
tt0980970,nm1670137,Lucy Pevensie
tt0980970,nm2401020,Eustace Scrubb
tt0983193,nm0068260,Tintin
tt0983193,nm0785227,Captain Haddock
tt0983193,nm0785227,Sir Francis Haddock
tt0983193,nm0185819,Sakharine
tt0983193,nm0185819,Red Rackham
tt0983193,nm0670408,Thompson
tt0985694,nm0001803,Machete
tt0985694,nm0735442,Luz
tt0985694,nm0000134,Senator McLaughlin
tt0985694,nm0004695,Sartana
tt0985699,nm0000129,Colonel Claus von Stauffenberg
tt0985699,nm0631490,General Friedrich Olbricht
tt0985699,nm0396924,Nina von Stauffenberg
tt0985699,nm0000110,Major-General Henning von Tresckow
tt0986263,nm0000246,Greer
tt0986263,nm0593664,Peters
tt0986263,nm0000609,The Prophet
tt0986263,nm0683253,Maggie
tt0986264,nm2594301,Ishaan Awasthi
tt0986264,nm0451148,Ram Shankar Nikumbh
tt0986264,nm1538116,Maya Awasthi
tt0986264,nm1479650,Nandkishore Awasthi
tt0988045,nm0000375,Sherlock Holmes
tt0988045,nm0000179,Dr. John Watson
tt0988045,nm1046097,Irene Adler
tt0988045,nm0835016,Lord Henry Blackwood
tt0988595,nm0001337,Jane
tt0988595,nm0005188,Kevin
tt0988595,nm0015196,Tess
tt0988595,nm0450116,Hal
tt0989757,nm1475594,John Tyree
tt0989757,nm1086543,Savannah Curtis
tt0989757,nm0420955,Mr. Tyree
tt0989757,nm0001794,Tim
tt0990407,nm0736622,Britt Reid
tt0990407,nm0736622,The Green Hornet
tt0990407,nm1727100,Kato
tt0990407,nm0910607,Chudnofsky
tt0990407,nm0000139,Lenore Case
tt0993840,nm1176985,Scott Ward
tt0993840,nm3480246,Kate Ward
tt0993840,nm0478886,Maria Cruz
tt0993840,nm1165044,Vanderohe
tt0993842,nm1519680,Hanna
tt0993842,nm0000949,Marissa Wiegler
tt0993842,nm0051509,Erik Heller
tt0993842,nm3043279,Johanna Zadek
tt0993846,nm0000138,Jordan Belfort
tt0993846,nm1706767,Donnie Azoff
tt0993846,nm3053338,Naomi Lapaglia
tt0993846,nm0000190,Mark Hanna
tt1000774,nm0000572,Carrie Bradshaw
tt1000774,nm0000326,Samantha Jones
tt1000774,nm0633223,Miranda Hobbes
tt1000774,nm0004862,Charlotte York
tt1001508,nm0329481,Gigi
tt1001508,nm0000098,Beth
tt1001508,nm0000124,Janine
tt1001508,nm2079681,5 Year Old Girl
tt1001526,nm0002071,Megamind
tt1001526,nm1706767,Tighten
tt1001526,nm0000093,Metro Man
tt1001526,nm0275486,Roxanne Ritchie
tt1007028,nm0736622,Zack
tt1007028,nm0006969,Miri
tt1007028,nm0732497,Delaney
tt1007028,nm0066144,Mr. Surya
tt1007029,nm0000658,Margaret Thatcher
tt1007029,nm0000980,Denis Thatcher
tt1007029,nm0001290,Michael Heseltine
tt1007029,nm0114742,June - Housekeeper
tt1010048,nm2353862,Older Jamal
tt1010048,nm2951768,Older Latika
tt1010048,nm0795661,Sergeant Srinivas
tt1010048,nm0438463,Prem
tt1013743,nm0000129,Roy Miller
tt1013743,nm0000139,June Havens
tt1013743,nm0765597,Fitzgerald
tt1013743,nm0003244,Antonio
tt1013752,nm0004874,Dominic Toretto
tt1013752,nm0908094,Brian O'Conner
tt1013752,nm0735442,Letty
tt1013752,nm0108287,Mia
tt1013753,nm0000576,Harvey Milk
tt1013753,nm0000982,Dan White
tt1013753,nm0386472,Cleve Jones
tt1013753,nm0526019,Jack Lira
tt1014759,nm1985859,Alice Kingsleigh
tt1014759,nm0000136,Mad Hatter
tt1014759,nm0000307,Red Queen
tt1014759,nm0004266,White Queen
tt10189514,nm1421814,Nedumaaran Rajangam
tt10189514,nm0712546,Paresh Goswami
tt10189514,nm7936195,Sundari
tt1019452,nm0836121,Larry Gopnik
tt1019452,nm0454236,Uncle Arthur
tt1019452,nm3102689,Judith Gopnik
tt1019452,nm0577329,Sy Ableman
tt1022603,nm0221046,Summer
tt1022603,nm0330687,Tom
tt1022603,nm0034309,McKenzie
tt1022603,nm1631269,Rachel
tt1023111,nm0267511,Jake Tyler
tt1023111,nm0005023,Jean Roqua
tt1023111,nm1720028,Baja Miller
tt1023111,nm1544217,Ryan McCarthy
tt1023114,nm0836343,Janusz
tt1023114,nm0000438,Mr. Smith
tt1023114,nm0268199,Valka
tt1023114,nm1058007,Zoran
tt1024648,nm0000255,Tony Mendez
tt1024648,nm0186505,Jack O'Donnell
tt1024648,nm0000422,John Chambers
tt1024648,nm0000273,Lester Siegel
