"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt1650554,movie,Kick-Ass 2,Kick-Ass 2,0,2013,,103
tt1655441,movie,The Age of Adaline,The Age of Adaline,0,2015,,112
tt1655442,movie,The Artist,The Artist,0,2011,,100
tt1656190,movie,Safe,Safe,0,2012,,94
tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,,103
tt1661199,movie,Cinderella,Cinderella,0,2015,,105
tt1663202,movie,The Revenant,The Revenant,0,2015,,156
tt1663662,movie,Pacific Rim,Pacific Rim,0,2013,,131
tt1667889,movie,Ice Age 4: Continental Drift,Ice Age: Continental Drift,0,2012,,88
tt1670345,movie,Now You See Me,Now You See Me,0,2013,,115
tt1673434,movie,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,0,2012,,115
tt1675434,movie,The Intouchables,Intouchables,0,2011,,112
tt1677720,movie,Ready Player One,Ready Player One,0,2018,,140
tt1682180,movie,Stoker,Stoker,0,2013,,99
tt1690953,movie,Despicable Me 2,Despicable Me 2,0,2013,,98
tt1692486,movie,Carnage,Carnage,0,2011,,80
tt1700841,movie,Sausage Party,Sausage Party,0,2016,,89
tt1702439,movie,Safe Haven,Safe Haven,0,2013,,115
tt1706593,movie,Chronicle,Chronicle,0,2012,,89
tt1706620,movie,Snowpiercer,Snowpiercer,0,2013,,126
tt1707386,movie,Les Misérables,Les Misérables,0,2012,,158
tt1714206,movie,The Spectacular Now,The Spectacular Now,0,2013,,95
tt1723121,movie,We're the Millers,We're the Millers,0,2013,,110
tt1723811,movie,Shame,Shame,0,2011,,101
tt1727388,movie,The Way Way Back,The Way Way Back,0,2013,,103
tt1727824,movie,Bohemian Rhapsody,Bohemian Rhapsody,0,2018,,134
tt1731141,movie,Ender's Game,Ender's Game,0,2013,,114
tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,,127
tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,,94
tt1758830,movie,This Is 40,This Is 40,0,2012,,134
tt1764234,movie,Killing Them Softly,Killing Them Softly,0,2012,,97
tt1764651,movie,The Expendables 2,The Expendables 2,0,2012,,103
tt1772341,movie,Wreck-It Ralph,Wreck-It Ralph,0,2012,,101
tt1790809,movie,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,0,2017,,129
tt1790864,movie,The Maze Runner,The Maze Runner,0,2014,,113
tt1790885,movie,Zero Dark Thirty,Zero Dark Thirty,0,2012,,157
tt1790886,movie,The Campaign,The Campaign,0,2012,,85
tt1791528,movie,Inherent Vice,Inherent Vice,0,2014,,148
tt1798684,movie,Southpaw,Southpaw,0,2015,,124
tt1798709,movie,Her,Her,0,2013,,126
tt1800241,movie,American Hustle,American Hustle,0,2013,,138
tt1800246,movie,That Awkward Moment,That Awkward Moment,0,2014,,94
tt1809398,movie,Unbroken,Unbroken,0,2014,,137
tt1815862,movie,After Earth,After Earth,0,2013,,100
tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,,140
tt1821549,movie,Nebraska,Nebraska,0,2013,,115
tt1821694,movie,RED 2,RED 2,0,2013,,116
tt1823672,movie,Chappie,Chappie,0,2015,,120
tt1825683,movie,Black Panther,Black Panther,0,2018,,134
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,,123
tt1840309,movie,Divergent,Divergent,0,2014,,139
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,,136
tt1853728,movie,Django Unchained,Django Unchained,0,2012,,165
tt1854564,movie,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,0,2013,,106
tt1855199,movie,End of Watch,End of Watch,0,2012,,109
tt1855325,movie,Resident Evil: Retribution,Resident Evil: Retribution,0,2012,,95
tt1856101,movie,Blade Runner 2049,Blade Runner 2049,0,2017,,164
tt1860213,movie,Dirty Grandpa,Dirty Grandpa,0,2016,,102
tt1860357,movie,Deepwater Horizon,Deepwater Horizon,0,2016,,107
tt1862079,movie,Safety Not Guaranteed,Safety Not Guaranteed,0,2012,,86
tt1872181,movie,The Amazing Spider-Man 2,The Amazing Spider-Man 2,0,2014,,142
tt1872194,movie,The Judge,The Judge,0,2014,,141
tt1877830,movie,The Batman,The Batman,0,2022,,175
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,,132
tt1878870,movie,The Edge of Seventeen,The Edge of Seventeen,0,2016,,104
tt1895587,movie,Spotlight,Spotlight,0,2015,,129
tt1899353,movie,The Raid: Redemption,Serbuan maut,0,2011,,101
tt1904996,movie,Parker,Parker,0,2013,,118
tt1905041,movie,Fast & Furious 6,Furious 6,0,2013,,130
tt1907668,movie,Flight,Flight,0,2012,,138
tt1911644,movie,The Call,The Call,0,2013,,96
tt1915581,movie,Magic Mike,Magic Mike,0,2012,,110
tt1921064,movie,Pompeii,Pompeii,0,2014,,105
tt1922777,movie,Sinister,Sinister,0,2012,,110
tt1924396,movie,The Best Offer,La migliore offerta,0,2013,,131
tt1924429,movie,Trance,Trance,0,2013,,101
tt1924435,movie,Let's Be Cops,Let's Be Cops,0,2014,,104
tt1931533,movie,Seven Psychopaths,Seven Psychopaths,0,2012,,110
tt1935179,movie,Mud,Mud,0,2012,,130
tt1935859,movie,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Home for Peculiar Children,0,2016,,127
tt1937390,movie,Nymphomaniac: Vol. I,Nymphomaniac: Vol. I,0,2013,,117
tt1939659,movie,Carrie,Carrie,0,2013,,100
tt1950186,movie,Ford v Ferrari,Ford v Ferrari,0,2019,,152
tt1951261,movie,The Hangover Part III,The Hangover Part III,0,2013,,100
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,,146
tt1951265,movie,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,,123
tt1951266,movie,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,0,2015,,137
tt1956620,movie,Sex Tape,Sex Tape,0,2014,,94
tt1959490,movie,Noah,Noah,0,2014,,138
tt1959563,movie,The Hitman's Bodyguard,The Hitman's Bodyguard,0,2017,,118
tt1964418,movie,Tomorrowland,Tomorrowland,0,2015,,130
tt1972591,movie,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,0,2017,,126
tt1979320,movie,Rush,Rush,0,2013,,123
tt1979376,movie,Toy Story 4,Toy Story 4,0,2019,,100
tt1979388,movie,The Good Dinosaur,The Good Dinosaur,0,2015,,93
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,,129
tt1980929,movie,Begin Again,Begin Again,0,2013,,104
tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,,112
tt1981128,movie,Geostorm,Geostorm,0,2017,,109
tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,,112
tt2004420,movie,Neighbors,Neighbors,0,2014,,97
tt2005151,movie,War Dogs,War Dogs,0,2016,,114
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,,121
tt2023587,movie,Mama,Mama,0,2013,,100
tt2024432,movie,Identity Thief,Identity Thief,0,2013,,111
tt2024469,movie,Non-Stop,Non-Stop,0,2014,,106
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,,134
tt2034800,movie,The Great Wall,The Great Wall,0,2016,,103
tt2042568,movie,Inside Llewyn Davis,Inside Llewyn Davis,0,2013,,104
tt2053463,movie,Side Effects,Side Effects,0,2013,,106
tt2066051,movie,Rocketman,Rocketman,0,2019,,121
tt2080374,movie,Steve Jobs,Steve Jobs,0,2015,,122
tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,,114
tt2094766,movie,Assassin's Creed,Assassin's Creed,0,2016,,115
tt2096672,movie,Dumb and Dumber To,Dumb and Dumber To,0,2014,,109
tt2096673,movie,Inside Out,Inside Out,0,2015,,95
tt2101441,movie,Spring Breakers,Spring Breakers,0,2012,,94
tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,,130
tt2106476,movie,The Hunt,Jagten,0,2012,,115
tt2109248,movie,Transformers: Age of Extinction,Transformers: Age of Extinction,0,2014,,165
tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,0,2016,,139
tt2120120,movie,Pixels,Pixels,0,2015,,105
tt2126355,movie,San Andreas,San Andreas,0,2015,,114
tt2139881,movie,Long Shot,Long Shot,0,2019,,125
tt2140373,movie,Saving Mr. Banks,Saving Mr. Banks,0,2013,,125
tt2140479,movie,The Accountant,The Accountant,0,2016,,128
tt2170439,movie,Horrible Bosses 2,Horrible Bosses 2,0,2014,,108
tt2170593,movie,St. Vincent,St. Vincent,0,2014,,102
tt2177771,movie,The Monuments Men,The Monuments Men,0,2014,,118
tt2179136,movie,American Sniper,American Sniper,0,2014,,133
tt2180411,movie,Into the Woods,Into the Woods,0,2014,,125
tt2184339,movie,The Purge,The Purge,0,2013,,85
tt2191701,movie,Grown Ups 2,Grown Ups 2,0,2013,,101
tt2193215,movie,The Counselor,The Counselor,0,2013,,117
tt2194499,movie,About Time,About Time,0,2013,,123
tt2199571,movie,Run All Night,Run All Night,0,2015,,114
tt2203939,movie,The Other Woman,The Other Woman,0,2014,,109
tt2209418,movie,Before Midnight,Before Midnight,0,2013,,109
tt2209764,movie,Transcendence,Transcendence,0,2014,,119
tt2222042,movie,Love and Monsters,Love and Monsters,0,2020,,109
tt2226417,movie,Insidious: Chapter 2,Insidious: Chapter 2,0,2013,,106
tt2229499,movie,Don Jon,Don Jon,0,2013,,90
tt2231461,movie,Rampage,Rampage,0,2018,,107
tt2234155,movie,The Internship,The Internship,0,2013,,119
tt2239822,movie,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,0,2017,,136
tt2245084,movie,Big Hero 6,Big Hero 6,0,2014,,102
tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,,133
tt2265171,movie,The Raid 2,Serbuan maut 2: Berandal,0,2014,,150
tt2267968,movie,Kung Fu Panda 3,Kung Fu Panda 3,0,2016,,95
tt2267998,movie,Gone Girl,Gone Girl,0,2014,,149
tt2277860,movie,Finding Dory,Finding Dory,0,2016,,97
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,,99
tt2278871,movie,Blue Is the Warmest Colour,La vie d'Adèle,0,2013,,180
tt2283336,movie,Men in Black: International,Men in Black: International,0,2019,,114
tt2283362,movie,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,0,2017,,119
tt2293640,movie,Minions,Minions,0,2015,,91
tt2294449,movie,22 Jump Street,22 Jump Street,0,2014,,112
tt2294629,movie,Frozen,Frozen,0,2013,,102
tt2302755,movie,Olympus Has Fallen,Olympus Has Fallen,0,2013,,119
tt2304933,movie,The 5th Wave,The 5th Wave,0,2016,,112
tt2305051,movie,Wild,Wild,0,2014,,115
tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,,144
tt2312718,movie,Homefront,Homefront,0,2013,,100
tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,,122
tt2316411,movie,Enemy,Enemy,0,2013,,91
tt2321549,movie,The Babadook,The Babadook,0,2014,,94
tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,,125
tt2333784,movie,The Expendables 3,The Expendables 3,0,2014,,126
tt2334873,movie,Blue Jasmine,Blue Jasmine,0,2013,,98
tt2334879,movie,White House Down,White House Down,0,2013,,131
tt2338151,movie,PK,PK,0,2014,,153
tt2345759,movie,The Mummy,The Mummy,0,2017,,111
tt2361509,movie,The Intern,The Intern,0,2015,,121
tt2369135,movie,Need for Speed,Need for Speed,0,2014,,132
tt2379713,movie,Spectre,Spectre,0,2015,,148
tt2380307,movie,Coco,Coco,0,2017,,105
tt2381111,movie,Brooklyn,Brooklyn,0,2015,,117
tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0,2015,,131
tt2381941,movie,Focus,Focus,0,2015,,105
tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0,2016,,114
tt2382320,movie,No Time to Die,No Time to Die,0,2021,,163
tt2386490,movie,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,0,2019,,104
tt2388715,movie,Oculus,Oculus,0,2013,,104
tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,,141
tt2397535,movie,Predestination,Predestination,0,2014,,97
tt2400463,movie,The Invitation,The Invitation,0,2015,,100
tt2402927,movie,Carol,Carol,0,2015,,118
tt2404233,movie,Gods of Egypt,Gods of Egypt,0,2016,,127
tt2404311,movie,The Family,The Family,0,2013,,111
tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,,132
tt2404463,movie,The Heat,The Heat,0,2013,,117
tt2406566,movie,Atomic Blonde,Atomic Blonde,0,2017,,115
tt2446042,movie,Taken 3,Taken 3,0,2014,,108
tt2446980,movie,Joy,Joy,0,2015,,124
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,,138
tt2503944,movie,Burnt,Burnt,0,2015,,101
tt2510894,movie,Hotel Transylvania 2,Hotel Transylvania 2,0,2015,,89
tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,0,2017,,152
tt2527338,movie,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: Episode IX - The Rise of Skywalker,0,2019,,141
tt2543164,movie,Arrival,Arrival,0,2016,,116
tt2543472,movie,Wonder,Wonder,0,2017,,113
tt2548396,movie,The Cloverfield Paradox,The Cloverfield Paradox,0,2018,,102
tt2554274,movie,Crimson Peak,Crimson Peak,0,2015,,119
tt2557478,movie,Pacific Rim: Uprising,Pacific Rim: Uprising,0,2018,,111
tt2557490,movie,A Million Ways to Die in the West,A Million Ways to Die in the West,0,2014,,116
tt2561572,movie,Get Hard,Get Hard,0,2015,,100
tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),0,2014,,119
tt2567026,movie,Alice Through the Looking Glass,Alice Through the Looking Glass,0,2016,,113
tt2582496,movie,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,0,2015,,105
tt2582782,movie,Hell or High Water,Hell or High Water,0,2016,,102
tt2582802,movie,Whiplash,Whiplash,0,2014,,106
tt2582846,movie,The Fault in Our Stars,The Fault in Our Stars,0,2014,,126
tt2584384,movie,Jojo Rabbit,Jojo Rabbit,0,2019,,108
tt2631186,movie,Baahubali: The Beginning,Bãhubali: The Beginning,0,2015,,159
tt2637276,movie,Ted 2,Ted 2,0,2015,,115
tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0,2016,,122
tt2671706,movie,Fences,Fences,0,2016,,139
tt2674426,movie,Me Before You,Me Before You,0,2016,,106
tt2692250,movie,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,0,2014,,98
tt2692904,movie,Locke,Locke,0,2013,,85
tt2704998,movie,Game Night,Game Night,0,2018,,100
tt2709768,movie,The Secret Life of Pets,The Secret Life of Pets,0,2016,,87
tt2713180,movie,Fury,Fury,0,2014,,134
tt2719848,movie,Everest,Everest,0,2015,,121
tt2737304,movie,Bird Box,Bird Box,0,2018,,124
tt2763304,movie,T2 Trainspotting,T2 Trainspotting,0,2017,,117
tt2771200,movie,Beauty and the Beast,Beauty and the Beast,0,2017,,129
tt2788710,movie,The Interview,The Interview,0,2014,,112
tt2798920,movie,Annihilation,Annihilation,0,2018,,115
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,,129
tt2820852,movie,Furious 7,Fast & Furious 7,0,2015,,137
tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,0,2015,,115
tt2854926,movie,Tag,Tag,0,2018,,100
tt2866360,movie,Coherence,Coherence,0,2013,,89
tt2872718,movie,Nightcrawler,Nightcrawler,0,2014,,117
tt2872732,movie,Lucy,Lucy,0,2014,,89
tt2873282,movie,Red Sparrow,Red Sparrow,0,2018,,140
tt2883512,movie,Chef,Chef,0,2014,,114
tt2884206,movie,I Origins,I Origins,0,2014,,106
tt2908446,movie,The Divergent Series: Insurgent,Insurgent,0,2015,,119
tt2911666,movie,John Wick,John Wick,0,2014,,101
tt2935510,movie,Ad Astra,Ad Astra,0,2019,,123
tt2948356,movie,Zootopia,Zootopia,0,2016,,108
tt2948372,movie,Soul,Soul,0,2020,,100
tt2953050,movie,Encanto,Encanto,0,2021,,102
tt2975578,movie,The Purge: Anarchy,The Purge: Anarchy,0,2014,,103
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,,152
tt2980516,movie,The Theory of Everything,The Theory of Everything,0,2014,,123
tt3011894,movie,Wild Tales,Relatos salvajes,0,2014,,122
tt3040964,movie,The Jungle Book,The Jungle Book,0,2016,,106
tt3062096,movie,Inferno,Inferno,0,2016,,121
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,,134
tt3076658,movie,Creed,Creed,0,2015,,133
tt3079380,movie,Spy,Spy,0,2015,,120
tt3104988,movie,Crazy Rich Asians,Crazy Rich Asians,0,2018,,120
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,,129
tt3152624,movie,Trainwreck,Trainwreck,0,2015,,125
tt3170832,movie,Room,Room,0,2015,,118
tt3183660,movie,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,0,2016,,132
tt3195644,movie,Insidious: Chapter 3,Insidious: Chapter 3,0,2015,,97
tt3228774,movie,Cruella,Cruella,0,2021,,134
tt3235888,movie,It Follows,It Follows,0,2014,,100
tt3263904,movie,Sully,Sully,0,2016,,96
tt3281548,movie,Little Women,Little Women,0,2019,,135
tt3289956,movie,The Autopsy of Jane Doe,The Autopsy of Jane Doe,0,2016,,86
tt3300542,movie,London Has Fallen,London Has Fallen,0,2016,,99
tt3315342,movie,Logan,Logan,0,2017,,137
tt3316960,movie,Still Alice,Still Alice,0,2014,,101
tt3322940,movie,Annabelle,Annabelle,0,2014,,99
tt3371366,movie,Transformers: The Last Knight,Transformers: The Last Knight,0,2017,,154
tt3385516,movie,X-Men: Apocalypse,X-Men: Apocalypse,0,2016,,144
tt3393786,movie,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,0,2016,,118
tt3397884,movie,Sicario,Sicario,0,2015,,121
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,,114
tt3410834,movie,Allegiant,Allegiant,0,2016,,120
tt3416742,movie,What We Do in the Shadows,What We Do in the Shadows,0,2014,,86
tt3450958,movie,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,,140
tt3460252,movie,The Hateful Eight,The Hateful Eight,0,2015,,168
tt3464902,movie,The Lobster,The Lobster,0,2015,,119
tt3469046,movie,Despicable Me 3,Despicable Me 3,0,2017,,89
tt3470600,movie,Sing,Sing,0,2016,,108
tt3480822,movie,Black Widow,Black Widow,0,2021,,134
tt3488710,movie,The Walk,The Walk,0,2015,,123
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016,,147
tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0,2017,,130
tt3521126,movie,The Disaster Artist,The Disaster Artist,0,2017,,104
tt3521164,movie,Moana,Moana,0,2016,,107
tt3531824,movie,Nerve,Nerve,0,2016,,96
tt3532216,movie,American Made,American Made,0,2017,,115
tt3553976,movie,Captain Fantastic,Captain Fantastic,0,2016,,118
tt3567288,movie,The Visit,The Visit,0,2015,,94
tt3569230,movie,Legend,Legend,0,2015,,132
tt3606756,movie,Incredibles 2,Incredibles 2,0,2018,,118
tt3622592,movie,Paper Towns,Paper Towns,0,2015,,109
tt3631112,movie,The Girl on the Train,The Girl on the Train,0,2016,,112
tt3640424,movie,Allied,Allied,0,2016,,124
tt3659388,movie,The Martian,The Martian,0,2015,,144
tt3682448,movie,Bridge of Spies,Bridge of Spies,0,2015,,142
tt3717490,movie,Power Rangers,Power Rangers,0,2017,,124
tt3731562,movie,Kong: Skull Island,Kong: Skull Island,0,2017,,118
tt3741700,movie,Godzilla: King of the Monsters,Godzilla: King of the Monsters,0,2019,,132
tt3741834,movie,Lion,Lion,0,2016,,118
tt3748172,movie,Gerald's Game,Gerald's Game,0,2017,,103
tt3748528,movie,Rogue One: A Star Wars Story,Rogue One,0,2016,,133
tt3766354,movie,The Equalizer 2,The Equalizer 2,0,2018,,121
tt3774114,movie,Snowden,Snowden,0,2016,,134
tt3778644,movie,Solo: A Star Wars Story,Solo: A Star Wars Story,0,2018,,135
tt3783958,movie,La La Land,La La Land,0,2016,,128
tt3794354,movie,Sonic the Hedgehog,Sonic the Hedgehog,0,2020,,99
tt3799694,movie,The Nice Guys,The Nice Guys,0,2016,,116
tt3829266,movie,The Predator,The Predator,0,2018,,107
tt3846674,movie,To All the Boys I've Loved Before,To All the Boys I've Loved Before,0,2018,,99
tt3874544,movie,The Boss Baby,The Boss Baby,0,2017,,97
tt3890160,movie,Baby Driver,Baby Driver,0,2017,,113
tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,,136
tt3967856,movie,Okja,Okja,0,2017,,120
tt4016934,movie,The Handmaiden,Ah-ga-ssi,0,2016,,145
tt4034228,movie,Manchester by the Sea,Manchester by the Sea,0,2016,,137
tt4034354,movie,Swiss Army Man,Swiss Army Man,0,2016,,97
tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0,2015,,131
tt4052882,movie,The Shallows,The Shallows,0,2016,,86
tt4062536,movie,Green Room,Green Room,0,2015,,95
tt4116284,movie,The Lego Batman Movie,The Lego Batman Movie,0,2017,,104
tt4123430,movie,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,0,2018,,134
tt4154664,movie,Captain Marvel,Captain Marvel,0,2019,,123
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018,,149
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,0,2019,,181
tt4160708,movie,Don't Breathe,Don't Breathe,0,2016,,88
tt4172430,movie,13 Hours,13 Hours,0,2016,,144
tt4178092,movie,The Gift,The Gift,0,2015,,108
tt4196776,movie,Jason Bourne,Jason Bourne,0,2016,,123
tt4209788,movie,Molly's Game,Molly's Game,0,2017,,140
tt4244994,movie,The Last Duel,The Last Duel,0,2021,,152
tt4263482,movie,The Witch,The VVitch: A New-England Folktale,0,2015,,92
tt4276820,movie,The Founder,The Founder,0,2016,,115
tt4302938,movie,Kubo and the Two Strings,Kubo and the Two Strings,0,2016,,101
tt4425200,movie,John Wick: Chapter 2,John Wick: Chapter 2,0,2017,,122
tt4438848,movie,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,0,2016,,92
tt4481414,movie,Gifted,Gifted,0,2017,,101
tt4500922,movie,Maze Runner: The Death Cure,Maze Runner: The Death Cure,0,2018,,143
tt4501244,movie,Why Him?,Why Him?,0,2016,,111
tt4513678,movie,Ghostbusters: Afterlife,Ghostbusters: Afterlife,0,2021,,124
tt4520988,movie,Frozen II,Frozen II,0,2019,,103
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,,116
tt4555426,movie,Darkest Hour,Darkest Hour,0,2017,,125
tt4566758,movie,Mulan,Mulan,0,2020,,115
tt4630562,movie,The Fate of the Furious,The Fate of the Furious,0,2017,,136
tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,,117
tt4649466,movie,Kingsman: The Golden Circle,Kingsman: The Golden Circle,0,2017,,141
tt4651520,movie,Bad Moms,Bad Moms,0,2016,,100
tt4698684,movie,Hunt for the Wilderpeople,Hunt for the Wilderpeople,0,2016,,101
tt4701182,movie,Bumblebee,Bumblebee,0,2018,,114
tt4729430,movie,Klaus,Klaus,0,2019,,96
tt4776998,movie,The Promise,The Promise,0,2016,,133
tt4779682,movie,The Meg,The Meg,0,2018,,113
tt4786282,movie,Lights Out,Lights Out,0,2016,,81
tt4846232,movie,Good Time,Good Time,0,2017,,102
tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,,127
tt4857264,movie,The Invisible Guest,Contratiempo,0,2016,,106
tt4881806,movie,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,0,2018,,128
tt4912910,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,,147
tt4925292,movie,Lady Bird,Lady Bird,0,2017,,94
tt4972582,movie,Split,Split,0,2016,,117
tt4975722,movie,Moonlight,Moonlight,0,2016,,111
tt5013056,movie,Dunkirk,Dunkirk,0,2017,,106
tt5022702,movie,Hush,Hush,0,2016,,82
tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",0,2017,,115
tt5034838,movie,Godzilla vs. Kong,Godzilla vs. Kong,0,2021,,113
tt5052448,movie,Get Out,Get Out,0,2017,,104
tt5052474,movie,Sicario: Day of the Soldado,Sicario: Day of the Soldado,0,2018,,122
tt5074352,movie,Dangal,Dangal,0,2016,,161
tt5083738,movie,The Favourite,The Favourite,0,2018,,119
tt5095030,movie,Ant-Man and the Wasp,Ant-Man and the Wasp,0,2018,,118
tt5104604,movie,Isle of Dogs,Isle of Dogs,0,2018,,101
tt5109280,movie,Raya and the Last Dragon,Raya and the Last Dragon,0,2021,,107
tt5109784,movie,Mother!,Mother!,0,2017,,121
tt5140878,movie,Annabelle: Creation,Annabelle: Creation,0,2017,,109
tt5164214,movie,Ocean's Eight,Ocean's Eight,0,2018,,110
tt5164432,movie,"Love, Simon","Love, Simon",0,2018,,110
tt5308322,movie,Happy Death Day,Happy Death Day,0,2017,,96
tt5311514,movie,Your Name.,Kimi no na wa.,0,2016,,106
tt5362988,movie,Wind River,Wind River,0,2017,,107
tt5363618,movie,Sound of Metal,Sound of Metal,0,2019,,120
tt5433138,movie,F9: The Fast Saga,F9,0,2021,,143
tt5439796,movie,Logan Lucky,Logan Lucky,0,2017,,118
tt5442430,movie,Life,Life,0,2017,,104
tt5462602,movie,The Big Sick,The Big Sick,0,2017,,120
tt5463162,movie,Deadpool 2,Deadpool 2,0,2018,,119
tt5519340,movie,Bright,Bright,0,2017,,117
tt5580036,movie,"I, Tonya","I, Tonya",0,2017,,119
tt5580390,movie,The Shape of Water,The Shape of Water,0,2017,,123
tt5606664,movie,Doctor Sleep,Doctor Sleep,0,2019,,152
tt5649144,movie,The Florida Project,The Florida Project,0,2017,,111
tt5700672,movie,Train to Busan,Busanhaeng,0,2016,,118
tt5715874,movie,The Killing of a Sacred Deer,The Killing of a Sacred Deer,0,2017,,121
tt5726616,movie,Call Me by Your Name,Call Me by Your Name,0,2017,,132
tt5727208,movie,Uncut Gems,Uncut Gems,0,2019,,135
tt5742374,movie,You Were Never Really Here,You Were Never Really Here,0,2017,,89
tt5758778,movie,Skyscraper,Skyscraper,0,2018,,102
tt5776858,movie,Phantom Thread,Phantom Thread,0,2017,,130
tt5813916,movie,The Mountain II,Dag II,0,2016,,135
tt5814060,movie,The Nun,The Nun,0,2018,,96
tt5848272,movie,Ralph Breaks the Internet,Ralph Breaks the Internet,0,2018,,112
tt5884052,movie,Pokémon Detective Pikachu,Pokémon: Detective Pikachu,0,2019,,104
tt5886046,movie,Escape Room,Escape Room,0,2019,,99
tt6105098,movie,The Lion King,The Lion King,0,2019,,118
tt6139732,movie,Aladdin,Aladdin,0,2019,,128
tt6146586,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,0,2019,,130
tt6155172,movie,Roma,Roma,0,2018,,135
